abort 0x3F0046 %S16 #Signed
SpiaRegs.SPIFFRX.bit.RXFFINTCLR 0x704B %B16 #MASK=0x40
SpiaRegs.SPIFFRX.bit.RXFFOVF 0x704B %B16 #MASK=0x8000
SpiaRegs.SPIFFRX.bit.RXFFOVFCLR 0x704B %B16 #MASK=0x4000
SpiaRegs.SPIFFRX.bit.RXFFST 0x704B %B16 #MASK=0x1F00
SpiaRegs.SPIFFRX.bit.RXFIFORESET 0x704B %B16 #MASK=0x2000
SpiaRegs.SPIFFTX.all 0x704A %U16 #Unsigned
SpiaRegs.SPIFFTX.bit.SPIFFENA 0x704A %B16 #MASK=0x4000
SpiaRegs.SPIFFTX.bit.SPIRST 0x704A %B16 #MASK=0x8000
SpiaRegs.SPIFFTX.bit.TXFFIENA 0x704A %B16 #MASK=0x20
SpiaRegs.SPIFFTX.bit.TXFFIL 0x704A %B16 #MASK=0x1F
SpiaRegs.SPIFFTX.bit.TXFFINT 0x704A %B16 #MASK=0x80
SpiaRegs.SPIFFTX.bit.TXFFINTCLR 0x704A %B16 #MASK=0x40
SpiaRegs.SPIFFTX.bit.TXFFST 0x704A %B16 #MASK=0x1F00
SpiaRegs.SPIFFTX.bit.TXFIFO 0x704A %B16 #MASK=0x2000
SpiaRegs.SPIPRI.all 0x704F %U16 #Unsigned
SpiaRegs.SPIPRI.bit.FREE 0x704F %B16 #MASK=0x10
SpiaRegs.SPIPRI.bit.PRIORITY 0x704F %B16 #MASK=0x40
SpiaRegs.SPIPRI.bit.rsvd1 0x704F %B16 #MASK=0xE
SpiaRegs.SPIPRI.bit.rsvd2 0x704F %B16 #MASK=0xFF80
SpiaRegs.SPIPRI.bit.SOFT 0x704F %B16 #MASK=0x20
SpiaRegs.SPIPRI.bit.TRIWIRE 0x704F %B16 #MASK=0x1
SpiaRegs.SPIRXBUF 0x7047 %U16 #Unsigned
SpiaRegs.SPIRXEMU 0x7046 %U16 #Unsigned
SpiaRegs.SPISTS.all 0x7042 %U16 #Unsigned
SpiaRegs.SPISTS.bit.BUFFULL_FLAG 0x7042 %B16 #MASK=0x20
SpiaRegs.SPISTS.bit.INT_FLAG 0x7042 %B16 #MASK=0x40
SpiaRegs.SPISTS.bit.OVERRUN_FLAG 0x7042 %B16 #MASK=0x80
SpiaRegs.SPISTS.bit.rsvd1 0x7042 %B16 #MASK=0x1F
SpiaRegs.SPISTS.bit.rsvd2 0x7042 %B16 #MASK=0xFF00
SpiaRegs.SPITXBUF 0x7048 %U16 #Unsigned
sw_timer_1ms 0x8D81 %U16 #Unsigned
swt_fifo[0] 0x88AE %UCHAR #Unsigned
swt_fifo[1] 0x88AF %UCHAR #Unsigned
swt_fifo[10] 0x88B8 %UCHAR #Unsigned
swt_fifo[11] 0x88B9 %UCHAR #Unsigned
swt_fifo[12] 0x88BA %UCHAR #Unsigned
swt_fifo[13] 0x88BB %UCHAR #Unsigned
swt_fifo[14] 0x88BC %UCHAR #Unsigned
swt_fifo[15] 0x88BD %UCHAR #Unsigned
swt_fifo[2] 0x88B0 %UCHAR #Unsigned
swt_fifo[3] 0x88B1 %UCHAR #Unsigned
swt_fifo[4] 0x88B2 %UCHAR #Unsigned
swt_fifo[5] 0x88B3 %UCHAR #Unsigned
swt_fifo[6] 0x88B4 %UCHAR #Unsigned
swt_fifo[7] 0x88B5 %UCHAR #Unsigned
swt_fifo[8] 0x88B6 %UCHAR #Unsigned
swt_fifo[9] 0x88B7 %UCHAR #Unsigned
swt_fifo_rd 0x8886 %UCHAR #Unsigned
swt_fifo_wr 0x8883 %UCHAR #Unsigned
SysCtrlRegs.CLKCTL.all 0x7012 %U16 #Unsigned
SysCtrlRegs.CLKCTL.bit.INTOSC1HALTI 0x7012 %B16 #MASK=0x200
SysCtrlRegs.CLKCTL.bit.INTOSC1OFF 0x7012 %B16 #MASK=0x100
SysCtrlRegs.CLKCTL.bit.INTOSC2HALTI 0x7012 %B16 #MASK=0x800
SysCtrlRegs.CLKCTL.bit.INTOSC2OFF 0x7012 %B16 #MASK=0x400
SysCtrlRegs.CLKCTL.bit.NMIRESETSEL 0x7012 %B16 #MASK=0x8000
SysCtrlRegs.CLKCTL.bit.OSCCLKSRC2SEL 0x7012 %B16 #MASK=0x2
SysCtrlRegs.CLKCTL.bit.OSCCLKSRCSEL 0x7012 %B16 #MASK=0x1
SysCtrlRegs.CLKCTL.bit.TMR2CLKPRESCALE 0x7012 %B16 #MASK=0xE0
SysCtrlRegs.CLKCTL.bit.TMR2CLKSRCSEL 0x7012 %B16 #MASK=0x18
SysCtrlRegs.CLKCTL.bit.WDCLKSRCSEL 0x7012 %B16 #MASK=0x4
SysCtrlRegs.CLKCTL.bit.WDHALTI 0x7012 %B16 #MASK=0x1000
SysCtrlRegs.CLKCTL.bit.XCLKINOFF 0x7012 %B16 #MASK=0x2000
SysCtrlRegs.CLKCTL.bit.XTALOSCOFF 0x7012 %B16 #MASK=0x4000
SysCtrlRegs.INTOSC1TRIM.all 0x7014 %U16 #Unsigned
SysCtrlRegs.INTOSC1TRIM.bit.COARSETRIM 0x7014 %B16 #MASK=0xFF
SysCtrlRegs.INTOSC1TRIM.bit.FINETRIM 0x7014 %B16 #MASK=0x7E00
SysCtrlRegs.INTOSC1TRIM.bit.rsvd1 0x7014 %B16 #MASK=0x100
SysCtrlRegs.INTOSC1TRIM.bit.rsvd2 0x7014 %B16 #MASK=0x8000
SysCtrlRegs.INTOSC2TRIM.all 0x7016 %U16 #Unsigned
SysCtrlRegs.INTOSC2TRIM.bit.COARSETRIM 0x7016 %B16 #MASK=0xFF
SysCtrlRegs.INTOSC2TRIM.bit.FINETRIM 0x7016 %B16 #MASK=0x7E00
SysCtrlRegs.INTOSC2TRIM.bit.rsvd1 0x7016 %B16 #MASK=0x100
SysCtrlRegs.INTOSC2TRIM.bit.rsvd2 0x7016 %B16 #MASK=0x8000
SysCtrlRegs.LOSPCP.all 0x701B %U16 #Unsigned
SysCtrlRegs.LOSPCP.bit.LSPCLK 0x701B %B16 #MASK=0x7
SysCtrlRegs.LOSPCP.bit.rsvd1 0x701B %B16 #MASK=0xFFF8
SysCtrlRegs.LPMCR0.all 0x701E %U16 #Unsigned
SysCtrlRegs.LPMCR0.bit.LPM 0x701E %B16 #MASK=0x3
SysCtrlRegs.LPMCR0.bit.QUALSTDBY 0x701E %B16 #MASK=0xFC
SysCtrlRegs.LPMCR0.bit.rsvd1 0x701E %B16 #MASK=0x7F00
SysCtrlRegs.LPMCR0.bit.WDINTE 0x701E %B16 #MASK=0x8000
SysCtrlRegs.PCLKCR0.all 0x701C %U16 #Unsigned
SysCtrlRegs.PCLKCR0.bit.ADCENCLK 0x701C %B16 #MASK=0x8
SysCtrlRegs.PCLKCR0.bit.HRPWMENCLK 0x701C %B16 #MASK=0x1
SysCtrlRegs.PCLKCR0.bit.I2CAENCLK 0x701C %B16 #MASK=0x10
SysCtrlRegs.PCLKCR0.bit.rsvd1 0x701C %B16 #MASK=0x2
SysCtrlRegs.PCLKCR0.bit.rsvd2 0x701C %B16 #MASK=0xE0
SysCtrlRegs.PCLKCR0.bit.rsvd3 0x701C %B16 #MASK=0x200
SysCtrlRegs.PCLKCR0.bit.rsvd4 0x701C %B16 #MASK=0xF800
SysCtrlRegs.PCLKCR0.bit.SCIAENCLK 0x701C %B16 #MASK=0x400
SysCtrlRegs.PCLKCR0.bit.SPIAENCLK 0x701C %B16 #MASK=0x100
SysCtrlRegs.PCLKCR0.bit.TBCLKSYNC 0x701C %B16 #MASK=0x4
SysCtrlRegs.PCLKCR1.all 0x701D %U16 #Unsigned
SysCtrlRegs.PCLKCR1.bit.ECAP1ENCLK 0x701D %B16 #MASK=0x100
SysCtrlRegs.PCLKCR1.bit.EPWM1ENCLK 0x701D %B16 #MASK=0x1
SysCtrlRegs.PCLKCR1.bit.EPWM2ENCLK 0x701D %B16 #MASK=0x2
SysCtrlRegs.PCLKCR1.bit.EPWM3ENCLK 0x701D %B16 #MASK=0x4
SysCtrlRegs.PCLKCR1.bit.EPWM4ENCLK 0x701D %B16 #MASK=0x8
SysCtrlRegs.PCLKCR1.bit.rsvd1 0x701D %B16 #MASK=0xF0
SysCtrlRegs.PCLKCR1.bit.rsvd2 0x701D %B16 #MASK=0xFE00
SysCtrlRegs.PCLKCR3.all 0x7020 %U16 #Unsigned
SysCtrlRegs.PCLKCR3.bit.COMP1ENCLK 0x7020 %B16 #MASK=0x1
SysCtrlRegs.PCLKCR3.bit.COMP2ENCLK 0x7020 %B16 #MASK=0x2
SysCtrlRegs.PCLKCR3.bit.CPUTIMER0ENCLK 0x7020 %B16 #MASK=0x100
SysCtrlRegs.PCLKCR3.bit.CPUTIMER1ENCLK 0x7020 %B16 #MASK=0x200
SysCtrlRegs.PCLKCR3.bit.CPUTIMER2ENCLK 0x7020 %B16 #MASK=0x400
SysCtrlRegs.PCLKCR3.bit.GPIOINENCLK 0x7020 %B16 #MASK=0x2000
SysCtrlRegs.PCLKCR3.bit.rsvd1 0x7020 %B16 #MASK=0x4
SysCtrlRegs.PCLKCR3.bit.rsvd2 0x7020 %B16 #MASK=0xF8
SysCtrlRegs.PCLKCR3.bit.rsvd3 0x7020 %B16 #MASK=0x1800
SysCtrlRegs.PCLKCR3.bit.rsvd4 0x7020 %B16 #MASK=0xC000
SysCtrlRegs.PLLCR.all 0x7021 %U16 #Unsigned
SysCtrlRegs.PLLCR.bit.DIV 0x7021 %B16 #MASK=0xF
SysCtrlRegs.PLLCR.bit.rsvd1 0x7021 %B16 #MASK=0xFFF0
SysCtrlRegs.PLLLOCKPRD 0x7013 %U16 #Unsigned
SysCtrlRegs.PLLSTS.all 0x7011 %U16 #Unsigned
SysCtrlRegs.PLLSTS.bit.DIVSEL 0x7011 %B16 #MASK=0x180
SysCtrlRegs.PLLSTS.bit.MCLKCLR 0x7011 %B16 #MASK=0x10
SysCtrlRegs.PLLSTS.bit.MCLKOFF 0x7011 %B16 #MASK=0x40
SysCtrlRegs.PLLSTS.bit.MCLKSTS 0x7011 %B16 #MASK=0x8
SysCtrlRegs.PLLSTS.bit.NORMRDYE 0x7011 %B16 #MASK=0x8000
SysCtrlRegs.PLLSTS.bit.OSCOFF 0x7011 %B16 #MASK=0x20
SysCtrlRegs.PLLSTS.bit.PLLLOCKS 0x7011 %B16 #MASK=0x1
SysCtrlRegs.PLLSTS.bit.PLLOFF 0x7011 %B16 #MASK=0x4
SysCtrlRegs.PLLSTS.bit.rsvd1 0x7011 %B16 #MASK=0x2
SysCtrlRegs.PLLSTS.bit.rsvd2 0x7011 %B16 #MASK=0x7E00
SysCtrlRegs.rsvd1 0x7015 %U16 #Unsigned
SysCtrlRegs.rsvd2[0] 0x7017 %U16 #Unsigned
SysCtrlRegs.rsvd2[1] 0x7018 %U16 #Unsigned
SysCtrlRegs.rsvd2[2] 0x7019 %U16 #Unsigned
SysCtrlRegs.rsvd2[3] 0x701A %U16 #Unsigned
SysCtrlRegs.rsvd3 0x701F %U16 #Unsigned
SysCtrlRegs.rsvd4 0x7024 %U16 #Unsigned
SysCtrlRegs.rsvd5[0] 0x7026 %U16 #Unsigned
SysCtrlRegs.rsvd5[1] 0x7027 %U16 #Unsigned
SysCtrlRegs.rsvd5[2] 0x7028 %U16 #Unsigned
SysCtrlRegs.rsvd6[0] 0x702A %U16 #Unsigned
SysCtrlRegs.rsvd6[1] 0x702B %U16 #Unsigned
SysCtrlRegs.rsvd6[2] 0x702C %U16 #Unsigned
SysCtrlRegs.rsvd6[3] 0x702D %U16 #Unsigned
SysCtrlRegs.rsvd6[4] 0x702E %U16 #Unsigned
SysCtrlRegs.SCSR 0x7022 %U16 #Unsigned
SysCtrlRegs.WDCNTR 0x7023 %U16 #Unsigned
SysCtrlRegs.WDCR 0x7029 %U16 #Unsigned
SysCtrlRegs.WDKEY 0x7025 %U16 #Unsigned
SysCtrlRegs.XCLK.all 0x7010 %U16 #Unsigned
SysCtrlRegs.XCLK.bit.rsvd1 0x7010 %B16 #MASK=0x1C
SysCtrlRegs.XCLK.bit.rsvd2 0x7010 %B16 #MASK=0x20
SysCtrlRegs.XCLK.bit.rsvd3 0x7010 %B16 #MASK=0xFF80
SysCtrlRegs.XCLK.bit.XCLKINSEL 0x7010 %B16 #MASK=0x40
SysCtrlRegs.XCLK.bit.XCLKOUTDIV 0x7010 %B16 #MASK=0x3
SysPwrCtrlRegs.BORCFG.all 0x0985 %U16 #Unsigned
SysPwrCtrlRegs.BORCFG.bit.BORENZ 0x0985 %B16 #MASK=0x1
SysPwrCtrlRegs.BORCFG.bit.rsvd1 0x0985 %B16 #MASK=0xFFFE
SysPwrCtrlRegs.rsvd1[0] 0x0986 %U16 #Unsigned
SysPwrCtrlRegs.rsvd1[1] 0x0987 %U16 #Unsigned
tabptr[0].name[0] 0x88AA %UCHAR #Unsigned
tabptr[0].name[1] 0x88AB %UCHAR #Unsigned
tabptr[0].name[10] 0x88B4 %UCHAR #Unsigned
tabptr[0].name[11] 0x88B5 %UCHAR #Unsigned
tabptr[0].name[2] 0x88AC %UCHAR #Unsigned
tabptr[0].name[3] 0x88AD %UCHAR #Unsigned
tabptr[0].name[4] 0x88AE %UCHAR #Unsigned
tabptr[0].name[5] 0x88AF %UCHAR #Unsigned
tabptr[0].name[6] 0x88B0 %UCHAR #Unsigned
tabptr[0].name[7] 0x88B1 %UCHAR #Unsigned
tabptr[0].name[8] 0x88B2 %UCHAR #Unsigned
tabptr[0].name[9] 0x88B3 %UCHAR #Unsigned
tabptr[0].pmax 0x88BA %U32 #Unsigned
tabptr[0].pmin 0x88BC %U32 #Unsigned
tabptr[0].ptr 0x88B8 %U32 #Unsigned
tabptr[0].type 0x88B7 %U16 #Unsigned
tabptr[0].unit 0x88B6 %U16 #Unsigned
tabsize[0] 0x8880 %U16 #Unsigned
tabtitle[0][0] 0x3F1A66 %UCHAR #Unsigned
tabtitle[0][1] 0x3F1A67 %UCHAR #Unsigned
tabtitle[0][10] 0x3F1A70 %UCHAR #Unsigned
tabtitle[0][11] 0x3F1A71 %UCHAR #Unsigned
tabtitle[0][2] 0x3F1A68 %UCHAR #Unsigned
tabtitle[0][3] 0x3F1A69 %UCHAR #Unsigned
tabtitle[0][4] 0x3F1A6A %UCHAR #Unsigned
tabtitle[0][5] 0x3F1A6B %UCHAR #Unsigned
tabtitle[0][6] 0x3F1A6C %UCHAR #Unsigned
tabtitle[0][7] 0x3F1A6D %UCHAR #Unsigned
tabtitle[0][8] 0x3F1A6E %UCHAR #Unsigned
tabtitle[0][9] 0x3F1A6F %UCHAR #Unsigned
Thet_napjai 0x8D71 %U16 #Unsigned
tmp_ora[0] 0x8D79 %U16 #Unsigned
tmp_ora[1] 0x8D7A %U16 #Unsigned
tmp_ora[2] 0x8D7B %U16 #Unsigned
tmp_ora[3] 0x8D7C %U16 #Unsigned
tmp_ora[4] 0x8D7D %U16 #Unsigned
tmp_ora[5] 0x8D7E %U16 #Unsigned
tmp_ora[6] 0x8D7F %U16 #Unsigned
tmp16 0x888A %U16 #Unsigned
tmp32 0x889E %U32 #Unsigned
tmt_dat 0x888C %UCHAR #Unsigned
TransmitEnable 0x8884 %UCHAR #Unsigned
uart_address 0x8887 %UCHAR #Unsigned
uart_bbx_1st_data 0x889C %U32 #Unsigned
uart_cmd[0] 0x8AC0 %U32 #Unsigned
uart_cmd[1] 0x8AC2 %U32 #Unsigned
uart_cmd[10] 0x8AD4 %U32 #Unsigned
uart_cmd[100] 0x8B88 %U32 #Unsigned
uart_cmd[101] 0x8B8A %U32 #Unsigned
uart_cmd[102] 0x8B8C %U32 #Unsigned
uart_cmd[103] 0x8B8E %U32 #Unsigned
uart_cmd[104] 0x8B90 %U32 #Unsigned
uart_cmd[105] 0x8B92 %U32 #Unsigned
uart_cmd[106] 0x8B94 %U32 #Unsigned
uart_cmd[107] 0x8B96 %U32 #Unsigned
uart_cmd[108] 0x8B98 %U32 #Unsigned
uart_cmd[109] 0x8B9A %U32 #Unsigned
uart_cmd[11] 0x8AD6 %U32 #Unsigned
uart_cmd[110] 0x8B9C %U32 #Unsigned
uart_cmd[111] 0x8B9E %U32 #Unsigned
uart_cmd[112] 0x8BA0 %U32 #Unsigned
uart_cmd[113] 0x8BA2 %U32 #Unsigned
uart_cmd[114] 0x8BA4 %U32 #Unsigned
uart_cmd[115] 0x8BA6 %U32 #Unsigned
uart_cmd[116] 0x8BA8 %U32 #Unsigned
uart_cmd[117] 0x8BAA %U32 #Unsigned
uart_cmd[118] 0x8BAC %U32 #Unsigned
uart_cmd[119] 0x8BAE %U32 #Unsigned
uart_cmd[12] 0x8AD8 %U32 #Unsigned
uart_cmd[120] 0x8BB0 %U32 #Unsigned
uart_cmd[121] 0x8BB2 %U32 #Unsigned
uart_cmd[122] 0x8BB4 %U32 #Unsigned
uart_cmd[123] 0x8BB6 %U32 #Unsigned
uart_cmd[124] 0x8BB8 %U32 #Unsigned
uart_cmd[125] 0x8BBA %U32 #Unsigned
uart_cmd[126] 0x8BBC %U32 #Unsigned
uart_cmd[127] 0x8BBE %U32 #Unsigned
uart_cmd[128] 0x8BC0 %U32 #Unsigned
uart_cmd[129] 0x8BC2 %U32 #Unsigned
uart_cmd[13] 0x8ADA %U32 #Unsigned
uart_cmd[130] 0x8BC4 %U32 #Unsigned
uart_cmd[131] 0x8BC6 %U32 #Unsigned
uart_cmd[132] 0x8BC8 %U32 #Unsigned
uart_cmd[133] 0x8BCA %U32 #Unsigned
uart_cmd[134] 0x8BCC %U32 #Unsigned
uart_cmd[135] 0x8BCE %U32 #Unsigned
uart_cmd[136] 0x8BD0 %U32 #Unsigned
uart_cmd[137] 0x8BD2 %U32 #Unsigned
uart_cmd[138] 0x8BD4 %U32 #Unsigned
uart_cmd[139] 0x8BD6 %U32 #Unsigned
uart_cmd[14] 0x8ADC %U32 #Unsigned
uart_cmd[140] 0x8BD8 %U32 #Unsigned
uart_cmd[141] 0x8BDA %U32 #Unsigned
uart_cmd[142] 0x8BDC %U32 #Unsigned
uart_cmd[143] 0x8BDE %U32 #Unsigned
uart_cmd[144] 0x8BE0 %U32 #Unsigned
uart_cmd[145] 0x8BE2 %U32 #Unsigned
uart_cmd[146] 0x8BE4 %U32 #Unsigned
uart_cmd[147] 0x8BE6 %U32 #Unsigned
uart_cmd[148] 0x8BE8 %U32 #Unsigned
uart_cmd[149] 0x8BEA %U32 #Unsigned
uart_cmd[15] 0x8ADE %U32 #Unsigned
uart_cmd[150] 0x8BEC %U32 #Unsigned
uart_cmd[151] 0x8BEE %U32 #Unsigned
uart_cmd[152] 0x8BF0 %U32 #Unsigned
uart_cmd[153] 0x8BF2 %U32 #Unsigned
uart_cmd[154] 0x8BF4 %U32 #Unsigned
uart_cmd[155] 0x8BF6 %U32 #Unsigned
uart_cmd[156] 0x8BF8 %U32 #Unsigned
uart_cmd[157] 0x8BFA %U32 #Unsigned
uart_cmd[158] 0x8BFC %U32 #Unsigned
uart_cmd[159] 0x8BFE %U32 #Unsigned
uart_cmd[16] 0x8AE0 %U32 #Unsigned
uart_cmd[160] 0x8C00 %U32 #Unsigned
uart_cmd[161] 0x8C02 %U32 #Unsigned
uart_cmd[162] 0x8C04 %U32 #Unsigned
uart_cmd[163] 0x8C06 %U32 #Unsigned
uart_cmd[164] 0x8C08 %U32 #Unsigned
uart_cmd[165] 0x8C0A %U32 #Unsigned
uart_cmd[166] 0x8C0C %U32 #Unsigned
uart_cmd[167] 0x8C0E %U32 #Unsigned
uart_cmd[168] 0x8C10 %U32 #Unsigned
uart_cmd[169] 0x8C12 %U32 #Unsigned
uart_cmd[17] 0x8AE2 %U32 #Unsigned
uart_cmd[170] 0x8C14 %U32 #Unsigned
uart_cmd[171] 0x8C16 %U32 #Unsigned
uart_cmd[172] 0x8C18 %U32 #Unsigned
uart_cmd[173] 0x8C1A %U32 #Unsigned
uart_cmd[174] 0x8C1C %U32 #Unsigned
uart_cmd[175] 0x8C1E %U32 #Unsigned
uart_cmd[176] 0x8C20 %U32 #Unsigned
uart_cmd[177] 0x8C22 %U32 #Unsigned
uart_cmd[178] 0x8C24 %U32 #Unsigned
uart_cmd[179] 0x8C26 %U32 #Unsigned
uart_cmd[18] 0x8AE4 %U32 #Unsigned
uart_cmd[180] 0x8C28 %U32 #Unsigned
uart_cmd[181] 0x8C2A %U32 #Unsigned
uart_cmd[182] 0x8C2C %U32 #Unsigned
uart_cmd[183] 0x8C2E %U32 #Unsigned
uart_cmd[184] 0x8C30 %U32 #Unsigned
uart_cmd[185] 0x8C32 %U32 #Unsigned
uart_cmd[186] 0x8C34 %U32 #Unsigned
uart_cmd[187] 0x8C36 %U32 #Unsigned
uart_cmd[188] 0x8C38 %U32 #Unsigned
uart_cmd[189] 0x8C3A %U32 #Unsigned
uart_cmd[19] 0x8AE6 %U32 #Unsigned
uart_cmd[190] 0x8C3C %U32 #Unsigned
uart_cmd[191] 0x8C3E %U32 #Unsigned
uart_cmd[192] 0x8C40 %U32 #Unsigned
uart_cmd[193] 0x8C42 %U32 #Unsigned
uart_cmd[194] 0x8C44 %U32 #Unsigned
uart_cmd[195] 0x8C46 %U32 #Unsigned
uart_cmd[196] 0x8C48 %U32 #Unsigned
uart_cmd[197] 0x8C4A %U32 #Unsigned
uart_cmd[198] 0x8C4C %U32 #Unsigned
uart_cmd[199] 0x8C4E %U32 #Unsigned
uart_cmd[2] 0x8AC4 %U32 #Unsigned
uart_cmd[20] 0x8AE8 %U32 #Unsigned
uart_cmd[200] 0x8C50 %U32 #Unsigned
uart_cmd[201] 0x8C52 %U32 #Unsigned
uart_cmd[202] 0x8C54 %U32 #Unsigned
uart_cmd[203] 0x8C56 %U32 #Unsigned
uart_cmd[204] 0x8C58 %U32 #Unsigned
uart_cmd[205] 0x8C5A %U32 #Unsigned
uart_cmd[206] 0x8C5C %U32 #Unsigned
uart_cmd[207] 0x8C5E %U32 #Unsigned
uart_cmd[208] 0x8C60 %U32 #Unsigned
uart_cmd[209] 0x8C62 %U32 #Unsigned
uart_cmd[21] 0x8AEA %U32 #Unsigned
uart_cmd[210] 0x8C64 %U32 #Unsigned
uart_cmd[211] 0x8C66 %U32 #Unsigned
uart_cmd[212] 0x8C68 %U32 #Unsigned
uart_cmd[213] 0x8C6A %U32 #Unsigned
uart_cmd[214] 0x8C6C %U32 #Unsigned
uart_cmd[215] 0x8C6E %U32 #Unsigned
uart_cmd[216] 0x8C70 %U32 #Unsigned
uart_cmd[217] 0x8C72 %U32 #Unsigned
uart_cmd[218] 0x8C74 %U32 #Unsigned
uart_cmd[219] 0x8C76 %U32 #Unsigned
uart_cmd[22] 0x8AEC %U32 #Unsigned
uart_cmd[220] 0x8C78 %U32 #Unsigned
uart_cmd[221] 0x8C7A %U32 #Unsigned
uart_cmd[222] 0x8C7C %U32 #Unsigned
uart_cmd[223] 0x8C7E %U32 #Unsigned
uart_cmd[224] 0x8C80 %U32 #Unsigned
uart_cmd[225] 0x8C82 %U32 #Unsigned
uart_cmd[226] 0x8C84 %U32 #Unsigned
uart_cmd[227] 0x8C86 %U32 #Unsigned
uart_cmd[228] 0x8C88 %U32 #Unsigned
uart_cmd[229] 0x8C8A %U32 #Unsigned
uart_cmd[23] 0x8AEE %U32 #Unsigned
uart_cmd[230] 0x8C8C %U32 #Unsigned
uart_cmd[231] 0x8C8E %U32 #Unsigned
uart_cmd[232] 0x8C90 %U32 #Unsigned
uart_cmd[233] 0x8C92 %U32 #Unsigned
uart_cmd[234] 0x8C94 %U32 #Unsigned
uart_cmd[235] 0x8C96 %U32 #Unsigned
uart_cmd[236] 0x8C98 %U32 #Unsigned
uart_cmd[237] 0x8C9A %U32 #Unsigned
uart_cmd[238] 0x8C9C %U32 #Unsigned
uart_cmd[239] 0x8C9E %U32 #Unsigned
uart_cmd[24] 0x8AF0 %U32 #Unsigned
uart_cmd[240] 0x8CA0 %U32 #Unsigned
uart_cmd[241] 0x8CA2 %U32 #Unsigned
uart_cmd[242] 0x8CA4 %U32 #Unsigned
uart_cmd[243] 0x8CA6 %U32 #Unsigned
uart_cmd[244] 0x8CA8 %U32 #Unsigned
uart_cmd[245] 0x8CAA %U32 #Unsigned
uart_cmd[246] 0x8CAC %U32 #Unsigned
uart_cmd[247] 0x8CAE %U32 #Unsigned
uart_cmd[248] 0x8CB0 %U32 #Unsigned
uart_cmd[249] 0x8CB2 %U32 #Unsigned
uart_cmd[25] 0x8AF2 %U32 #Unsigned
uart_cmd[250] 0x8CB4 %U32 #Unsigned
uart_cmd[251] 0x8CB6 %U32 #Unsigned
uart_cmd[252] 0x8CB8 %U32 #Unsigned
uart_cmd[253] 0x8CBA %U32 #Unsigned
uart_cmd[254] 0x8CBC %U32 #Unsigned
uart_cmd[255] 0x8CBE %U32 #Unsigned
uart_cmd[26] 0x8AF4 %U32 #Unsigned
uart_cmd[27] 0x8AF6 %U32 #Unsigned
uart_cmd[28] 0x8AF8 %U32 #Unsigned
uart_cmd[29] 0x8AFA %U32 #Unsigned
uart_cmd[3] 0x8AC6 %U32 #Unsigned
uart_cmd[30] 0x8AFC %U32 #Unsigned
uart_cmd[31] 0x8AFE %U32 #Unsigned
uart_cmd[32] 0x8B00 %U32 #Unsigned
uart_cmd[33] 0x8B02 %U32 #Unsigned
uart_cmd[34] 0x8B04 %U32 #Unsigned
uart_cmd[35] 0x8B06 %U32 #Unsigned
uart_cmd[36] 0x8B08 %U32 #Unsigned
uart_cmd[37] 0x8B0A %U32 #Unsigned
uart_cmd[38] 0x8B0C %U32 #Unsigned
uart_cmd[39] 0x8B0E %U32 #Unsigned
uart_cmd[4] 0x8AC8 %U32 #Unsigned
uart_cmd[40] 0x8B10 %U32 #Unsigned
uart_cmd[41] 0x8B12 %U32 #Unsigned
uart_cmd[42] 0x8B14 %U32 #Unsigned
uart_cmd[43] 0x8B16 %U32 #Unsigned
uart_cmd[44] 0x8B18 %U32 #Unsigned
uart_cmd[45] 0x8B1A %U32 #Unsigned
uart_cmd[46] 0x8B1C %U32 #Unsigned
uart_cmd[47] 0x8B1E %U32 #Unsigned
uart_cmd[48] 0x8B20 %U32 #Unsigned
uart_cmd[49] 0x8B22 %U32 #Unsigned
uart_cmd[5] 0x8ACA %U32 #Unsigned
uart_cmd[50] 0x8B24 %U32 #Unsigned
uart_cmd[51] 0x8B26 %U32 #Unsigned
uart_cmd[52] 0x8B28 %U32 #Unsigned
uart_cmd[53] 0x8B2A %U32 #Unsigned
uart_cmd[54] 0x8B2C %U32 #Unsigned
uart_cmd[55] 0x8B2E %U32 #Unsigned
uart_cmd[56] 0x8B30 %U32 #Unsigned
uart_cmd[57] 0x8B32 %U32 #Unsigned
uart_cmd[58] 0x8B34 %U32 #Unsigned
uart_cmd[59] 0x8B36 %U32 #Unsigned
uart_cmd[6] 0x8ACC %U32 #Unsigned
uart_cmd[60] 0x8B38 %U32 #Unsigned
uart_cmd[61] 0x8B3A %U32 #Unsigned
uart_cmd[62] 0x8B3C %U32 #Unsigned
uart_cmd[63] 0x8B3E %U32 #Unsigned
uart_cmd[64] 0x8B40 %U32 #Unsigned
uart_cmd[65] 0x8B42 %U32 #Unsigned
uart_cmd[66] 0x8B44 %U32 #Unsigned
uart_cmd[67] 0x8B46 %U32 #Unsigned
uart_cmd[68] 0x8B48 %U32 #Unsigned
uart_cmd[69] 0x8B4A %U32 #Unsigned
uart_cmd[7] 0x8ACE %U32 #Unsigned
uart_cmd[70] 0x8B4C %U32 #Unsigned
uart_cmd[71] 0x8B4E %U32 #Unsigned
uart_cmd[72] 0x8B50 %U32 #Unsigned
uart_cmd[73] 0x8B52 %U32 #Unsigned
uart_cmd[74] 0x8B54 %U32 #Unsigned
uart_cmd[75] 0x8B56 %U32 #Unsigned
uart_cmd[76] 0x8B58 %U32 #Unsigned
